test,family,testbench_policy,status,seed,cycles,rtl_instructions,iss_instructions,cpi,first_mismatch,mismatch_pc,mismatch_function,mismatch_source,mismatch_disassembly,waveform_timestamp,checker_failure,mmio_reads,mmio_writes,interrupts,traps,accepted,rejected,completions,runtime_errors,assertion_failures,memory_mismatches,mailbox0,apb_wait_cycles,poll_reads,irq_latency_cycles,handler_cycles,submit_to_completion_cycles,applied_knobs,trace,event_trace,log
csr_illegal_mask_alignment_matrix,directed,gcc_csr_illegal,PASS,20260717,547,178,178,3.073,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000000,0,0,0,0,0,,chiplet_extension/build/firmware_c/traces/csr_illegal_mask_alignment_matrix.csv,chiplet_extension/build/firmware_c/events/csr_illegal_mask_alignment_matrix.csv,chiplet_extension/build/firmware_c/logs/csr_illegal_mask_alignment_matrix.log
irq_trap_priority_matrix,directed,gcc_irq_trap_priority,PASS,20260717,1242,409,409,3.037,,,,,,,0,0,2,1,1,0,0,0,0,0,0,00000001,0,0,0,146,0,,chiplet_extension/build/firmware_c/traces/irq_trap_priority_matrix.csv,chiplet_extension/build/firmware_c/events/irq_trap_priority_matrix.csv,chiplet_extension/build/firmware_c/logs/irq_trap_priority_matrix.log
irq_level_mret_matrix,directed,gcc_irq_level_mret,PASS,20260717,1391,458,458,3.037,,,,,,,0,0,3,2,1,0,0,0,0,0,0,00000001,0,0,0,146,0,,chiplet_extension/build/firmware_c/traces/irq_level_mret_matrix.csv,chiplet_extension/build/firmware_c/events/irq_level_mret_matrix.csv,chiplet_extension/build/firmware_c/logs/irq_level_mret_matrix.log
reset_irq_handler_matrix,directed,gcc_reset_irq_handler,PASS,20260717,1972,651,651,3.029,,,,,,,0,0,2,2,0,0,0,0,0,0,0,00000001,0,0,0,453,0,,chiplet_extension/build/firmware_c/traces/reset_irq_handler_matrix.csv,chiplet_extension/build/firmware_c/events/reset_irq_handler_matrix.csv,chiplet_extension/build/firmware_c/logs/reset_irq_handler_matrix.log
apb_atomicity_wait_error_matrix,directed,gcc_apb_atomicity,PASS,20260717,670,211,211,3.175,,,,,,,0,2,3,0,2,0,0,0,0,0,0,00000001,16,0,0,0,0,,chiplet_extension/build/firmware_c/traces/apb_atomicity_wait_error_matrix.csv,chiplet_extension/build/firmware_c/events/apb_atomicity_wait_error_matrix.csv,chiplet_extension/build/firmware_c/logs/apb_atomicity_wait_error_matrix.log
firmware_completion_mode_error_power_matrix,directed,gcc_completion_mode_matrix,PASS,20260717,646,205,205,3.151,,,,,,,0,1,9,1,0,1,0,1,0,0,0,0000b001,0,0,90,146,90,,chiplet_extension/build/firmware_c/traces/firmware_completion_mode_error_power_matrix.csv,chiplet_extension/build/firmware_c/events/firmware_completion_mode_error_power_matrix.csv,chiplet_extension/build/firmware_c/logs/firmware_completion_mode_error_power_matrix.log
cpu_seed_00,cpu_stream,gcc_cpu_only,PASS,441450496,1612,533,533,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_00.csv,chiplet_extension/build/firmware_c/events/cpu_seed_00.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_00.log
cpu_seed_01,cpu_stream,gcc_cpu_only,PASS,441450497,1612,533,533,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_01.csv,chiplet_extension/build/firmware_c/events/cpu_seed_01.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_01.log
cpu_seed_02,cpu_stream,gcc_cpu_only,PASS,441450498,1612,533,533,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_02.csv,chiplet_extension/build/firmware_c/events/cpu_seed_02.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_02.log
cpu_seed_03,cpu_stream,gcc_cpu_only,PASS,441450499,1612,533,533,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_03.csv,chiplet_extension/build/firmware_c/events/cpu_seed_03.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_03.log
cpu_seed_04,cpu_stream,gcc_cpu_only,PASS,441450500,1612,533,533,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_04.csv,chiplet_extension/build/firmware_c/events/cpu_seed_04.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_04.log
cpu_seed_05,cpu_stream,gcc_cpu_only,PASS,441450501,1612,533,533,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_05.csv,chiplet_extension/build/firmware_c/events/cpu_seed_05.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_05.log
cpu_seed_06,cpu_stream,gcc_cpu_only,PASS,441450502,1606,531,531,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_06.csv,chiplet_extension/build/firmware_c/events/cpu_seed_06.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_06.log
cpu_seed_07,cpu_stream,gcc_cpu_only,PASS,441450503,1612,533,533,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_07.csv,chiplet_extension/build/firmware_c/events/cpu_seed_07.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_07.log
cpu_seed_08,cpu_stream,gcc_cpu_only,PASS,441450504,1609,532,532,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_08.csv,chiplet_extension/build/firmware_c/events/cpu_seed_08.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_08.log
cpu_seed_09,cpu_stream,gcc_cpu_only,PASS,441450505,1609,532,532,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_09.csv,chiplet_extension/build/firmware_c/events/cpu_seed_09.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_09.log
cpu_seed_10,cpu_stream,gcc_cpu_only,PASS,441450506,1612,533,533,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_10.csv,chiplet_extension/build/firmware_c/events/cpu_seed_10.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_10.log
cpu_seed_11,cpu_stream,gcc_cpu_only,PASS,441450507,1612,533,533,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_11.csv,chiplet_extension/build/firmware_c/events/cpu_seed_11.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_11.log
cpu_seed_12,cpu_stream,gcc_cpu_only,PASS,441450508,1612,533,533,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_12.csv,chiplet_extension/build/firmware_c/events/cpu_seed_12.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_12.log
cpu_seed_13,cpu_stream,gcc_cpu_only,PASS,441450509,1609,532,532,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_13.csv,chiplet_extension/build/firmware_c/events/cpu_seed_13.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_13.log
cpu_seed_14,cpu_stream,gcc_cpu_only,PASS,441450510,1612,533,533,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_14.csv,chiplet_extension/build/firmware_c/events/cpu_seed_14.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_14.log
cpu_seed_15,cpu_stream,gcc_cpu_only,PASS,441450511,1612,533,533,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_15.csv,chiplet_extension/build/firmware_c/events/cpu_seed_15.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_15.log
cpu_seed_16,cpu_stream,gcc_cpu_only,PASS,441450512,1612,533,533,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_16.csv,chiplet_extension/build/firmware_c/events/cpu_seed_16.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_16.log
cpu_seed_17,cpu_stream,gcc_cpu_only,PASS,441450513,1609,532,532,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_17.csv,chiplet_extension/build/firmware_c/events/cpu_seed_17.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_17.log
cpu_seed_18,cpu_stream,gcc_cpu_only,PASS,441450514,1609,532,532,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_18.csv,chiplet_extension/build/firmware_c/events/cpu_seed_18.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_18.log
cpu_seed_19,cpu_stream,gcc_cpu_only,PASS,441450515,1612,533,533,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_19.csv,chiplet_extension/build/firmware_c/events/cpu_seed_19.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_19.log
cpu_seed_20,cpu_stream,gcc_cpu_only,PASS,441450516,1612,533,533,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_20.csv,chiplet_extension/build/firmware_c/events/cpu_seed_20.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_20.log
cpu_seed_21,cpu_stream,gcc_cpu_only,PASS,441450517,1612,533,533,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_21.csv,chiplet_extension/build/firmware_c/events/cpu_seed_21.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_21.log
cpu_seed_22,cpu_stream,gcc_cpu_only,PASS,441450518,1612,533,533,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_22.csv,chiplet_extension/build/firmware_c/events/cpu_seed_22.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_22.log
cpu_seed_23,cpu_stream,gcc_cpu_only,PASS,441450519,1609,532,532,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_23.csv,chiplet_extension/build/firmware_c/events/cpu_seed_23.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_23.log
cpu_seed_24,cpu_stream,gcc_cpu_only,PASS,441450520,1612,533,533,3.024,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_24.csv,chiplet_extension/build/firmware_c/events/cpu_seed_24.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_24.log
workload_seed_00,firmware_workload,gcc_random_workload,PASS,3221291008,1451,325,325,4.465,,,,,,,0,104,7,0,0,1,0,1,1,0,0,0000a000,243,0,0,0,1051,apb_wait_cycles=2;backpressure_cycles=0;completion_mode=poll;descriptors=1;destination_bank=0;dma_length=2;error_profile=none;index=0;power_event=sleep;queue_pressure=1;seed=3221291008;source_bank=0,chiplet_extension/build/firmware_c/traces/workload_seed_00.csv,chiplet_extension/build/firmware_c/events/workload_seed_00.csv,chiplet_extension/build/firmware_c/logs/workload_seed_00.log
workload_seed_01,firmware_workload,gcc_random_workload,PASS,3221291009,1869,437,437,4.277,,,,,,,0,29,30,4,0,4,0,4,0,0,0,0000a000,429,0,129,153,129,apb_wait_cycles=7;backpressure_cycles=4;completion_mode=irq;descriptors=4;destination_bank=1;dma_length=4;error_profile=none;index=1;power_event=sleep;queue_pressure=4;seed=3221291009;source_bank=0,chiplet_extension/build/firmware_c/traces/workload_seed_01.csv,chiplet_extension/build/firmware_c/events/workload_seed_01.csv,chiplet_extension/build/firmware_c/logs/workload_seed_01.log
workload_seed_02,firmware_workload,gcc_random_workload,PASS,3221291010,939,205,205,4.580,,,,,,,0,30,19,0,0,3,0,3,0,0,0,0000a000,215,0,0,0,136,apb_wait_cycles=4;backpressure_cycles=0;completion_mode=poll;descriptors=3;destination_bank=0;dma_length=8;error_profile=none;index=2;power_event=sleep;queue_pressure=3;seed=3221291010;source_bank=1,chiplet_extension/build/firmware_c/traces/workload_seed_02.csv,chiplet_extension/build/firmware_c/events/workload_seed_02.csv,chiplet_extension/build/firmware_c/logs/workload_seed_02.log
workload_seed_03,firmware_workload,gcc_random_workload,PASS,3221291011,2025,483,483,4.193,,,,,,,0,120,16,2,0,2,0,2,1,0,0,0000a000,293,0,1051,148,1051,apb_wait_cycles=2;backpressure_cycles=8;completion_mode=irq;descriptors=2;destination_bank=1;dma_length=16;error_profile=timeout;index=3;power_event=sleep;queue_pressure=2;seed=3221291011;source_bank=1,chiplet_extension/build/firmware_c/traces/workload_seed_03.csv,chiplet_extension/build/firmware_c/events/workload_seed_03.csv,chiplet_extension/build/firmware_c/logs/workload_seed_03.log
workload_seed_04,firmware_workload,gcc_random_workload,PASS,3221291012,765,210,210,3.643,,,,,,,0,1,11,1,0,1,0,1,1,0,0,0000a000,100,0,28,153,28,apb_wait_cycles=7;backpressure_cycles=4;completion_mode=irq;descriptors=1;destination_bank=0;dma_length=2;error_profile=parity;index=4;power_event=sleep;queue_pressure=1;seed=3221291012;source_bank=0,chiplet_extension/build/firmware_c/traces/workload_seed_04.csv,chiplet_extension/build/firmware_c/events/workload_seed_04.csv,chiplet_extension/build/firmware_c/logs/workload_seed_04.log
workload_seed_05,firmware_workload,gcc_random_workload,PASS,3221291013,1240,387,387,3.204,,,,,,,0,4,30,4,0,4,0,4,4,0,0,0000a000,0,0,4,146,4,apb_wait_cycles=0;backpressure_cycles=4;completion_mode=irq;descriptors=4;destination_bank=1;dma_length=4;error_profile=invalid;index=5;power_event=deep_sleep;queue_pressure=4;seed=3221291013;source_bank=0,chiplet_extension/build/firmware_c/traces/workload_seed_05.csv,chiplet_extension/build/firmware_c/events/workload_seed_05.csv,chiplet_extension/build/firmware_c/logs/workload_seed_05.log
workload_seed_06,firmware_workload,gcc_random_workload,PASS,3221291014,916,205,205,4.468,,,,,,,0,30,19,0,0,3,0,3,0,0,0,0000a000,192,0,0,0,112,apb_wait_cycles=4;backpressure_cycles=0;completion_mode=poll;descriptors=3;destination_bank=0;dma_length=8;error_profile=none;index=6;power_event=run;queue_pressure=3;seed=3221291014;source_bank=1,chiplet_extension/build/firmware_c/traces/workload_seed_06.csv,chiplet_extension/build/firmware_c/events/workload_seed_06.csv,chiplet_extension/build/firmware_c/logs/workload_seed_06.log
workload_seed_07,firmware_workload,gcc_random_workload,PASS,3221291015,1230,287,287,4.286,,,,,,,0,22,16,2,0,2,0,2,0,0,0,0000a000,282,0,180,153,180,apb_wait_cycles=7;backpressure_cycles=0;completion_mode=irq;descriptors=2;destination_bank=1;dma_length=16;error_profile=none;index=7;power_event=sleep;queue_pressure=2;seed=3221291015;source_bank=1,chiplet_extension/build/firmware_c/traces/workload_seed_07.csv,chiplet_extension/build/firmware_c/events/workload_seed_07.csv,chiplet_extension/build/firmware_c/logs/workload_seed_07.log
workload_seed_08,firmware_workload,gcc_random_workload,PASS,3221291016,1432,289,289,4.955,,,,,,,0,86,7,0,0,1,0,1,1,0,0,0000a000,368,0,0,0,1027,apb_wait_cycles=4;backpressure_cycles=0;completion_mode=poll;descriptors=1;destination_bank=0;dma_length=2;error_profile=none;index=8;power_event=run;queue_pressure=1;seed=3221291016;source_bank=0,chiplet_extension/build/firmware_c/traces/workload_seed_08.csv,chiplet_extension/build/firmware_c/events/workload_seed_08.csv,chiplet_extension/build/firmware_c/logs/workload_seed_08.log
